Order ID;Order Date;Customer Name;Phone;Mail;Segment;Country;City;State;Postal Code;Region;Category;Product Name;Sales;Quantity
CA-2015-106320;25/9/2015;Emily Burns;+840 05706320;EmBurns@superstore.com;Consumer;United States;Orem;Utah;84057;West;Furniture;Bretford CR4500 Series Slim Rectangular Table;1044,63;3
CA-2016-121755;16/1/2016;Eric Hoffmann;+900 04921755;ErHoffmann@superstore.com;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Wilson Jones Active Use Binders;11,648;2
CA-2016-121755;16/1/2016;Eric Hoffmann;+900 04921755;ErHoffmann@superstore.com;Consumer;United States;Los Angeles;California;90049;West;Technology;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;90,57;3
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;3083,43;7
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Avery Recycled Flexi-View Covers for Binding Systems;9,618;2
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Furniture;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";124,2;3
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Poly String Tie Envelopes;3,264;2
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;86,304;6
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";6,858;6
US-2015-150630;17/9/2015;Tracy Blumstein;+191 14050630;TrBlumstein@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Lumber Crayons;15,76;2
CA-2017-107727;19/10/2017;Matt Abelman;+770 09507727;MaAbelman@superstore.com;Home Office;United States;Houston;Texas;77095;Central;Office Supplies;Easy-staple paper;29,472;3
CA-2016-117590;8/12/2016;Gene Hale;+750 08017590;GeHale@superstore.com;Corporate;United States;Richardson;Texas;75080;Central;Technology;GE 30524EE4;1097,544;7
CA-2016-117590;8/12/2016;Gene Hale;+750 08017590;GeHale@superstore.com;Corporate;United States;Richardson;Texas;75080;Central;Furniture;Electrix Architect's Clamp-On Swing Arm Lamp, Black;190,92;5
CA-2015-117415;27/12/2015;Steve Nguyen;+770 04117415;StNguyen@superstore.com;Home Office;United States;Houston;Texas;77041;Central;Office Supplies;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";113,328;9
CA-2015-117415;27/12/2015;Steve Nguyen;+770 04117415;StNguyen@superstore.com;Home Office;United States;Houston;Texas;77041;Central;Furniture;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;532,3992;3
CA-2015-117415;27/12/2015;Steve Nguyen;+770 04117415;StNguyen@superstore.com;Home Office;United States;Houston;Texas;77041;Central;Furniture;Global Fabric Manager's Chair, Dark Gray;212,058;3
CA-2015-117415;27/12/2015;Steve Nguyen;+770 04117415;StNguyen@superstore.com;Home Office;United States;Houston;Texas;77041;Central;Technology;Plantronics HL10 Handset Lifter;371,168;4
CA-2017-120999;10/9/2017;Linda Cazamias;+605 54020999;LiCazamias@superstore.com;Corporate;United States;Naperville;Illinois;60540;Central;Technology;Panasonic Kx-TS550;147,168;4
CA-2016-101343;17/7/2016;Ruben Ausman;+900 04901343;RuAusman@superstore.com;Corporate;United States;Los Angeles;California;90049;West;Office Supplies;Eldon Base for stackable storage shelf, platinum;77,88;2
CA-2017-139619;19/9/2017;Erin Smith;+329 93539619;ErSmith@superstore.com;Corporate;United States;Melbourne;Florida;32935;South;Office Supplies;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;95,616;2
CA-2016-118255;11/3/2016;Odella Nelson;+551 12218255;OdNelson@superstore.com;Corporate;United States;Eagan;Minnesota;55122;Central;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;45,98;2
CA-2016-118255;11/3/2016;Odella Nelson;+551 12218255;OdNelson@superstore.com;Corporate;United States;Eagan;Minnesota;55122;Central;Office Supplies;Wilson Jones Leather-Like Binders with DublLock Round Rings;17,46;2
CA-2014-146703;20/10/2014;Patrick O'Donnell;+481 18546703;PaODonnell@superstore.com;Consumer;United States;Westland;Michigan;48185;Central;Office Supplies;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;211,96;4
CA-2016-169194;20/6/2016;Lena Hernandez;+199 90169194;LeHernandez@superstore.com;Consumer;United States;Dover;Delaware;19901;East;Technology;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45;3
CA-2016-169194;20/6/2016;Lena Hernandez;+199 90169194;LeHernandez@superstore.com;Consumer;United States;Dover;Delaware;19901;East;Technology;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;21,8;2
CA-2015-115742;18/4/2015;Darren Powers;+471 15015742;DaPowers@superstore.com;Consumer;United States;New Albany;Indiana;47150;Central;Office Supplies;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;38,22;6
CA-2015-115742;18/4/2015;Darren Powers;+471 15015742;DaPowers@superstore.com;Consumer;United States;New Albany;Indiana;47150;Central;Office Supplies;Avery 485;75,18;6
CA-2015-115742;18/4/2015;Darren Powers;+471 15015742;DaPowers@superstore.com;Consumer;United States;New Albany;Indiana;47150;Central;Furniture;Longer-Life Soft White Bulbs;6,16;2
CA-2015-115742;18/4/2015;Darren Powers;+471 15015742;DaPowers@superstore.com;Consumer;United States;New Albany;Indiana;47150;Central;Furniture;Global Leather Task Chair, Black;89,99;1
CA-2016-105816;11/12/2016;Janet Molinari;+100 02405816;JaMolinari@superstore.com;Corporate;United States;New York City;New York;10024;East;Office Supplies;Advantus Push Pins;15,26;7
CA-2016-105816;11/12/2016;Janet Molinari;+100 02405816;JaMolinari@superstore.com;Corporate;United States;New York City;New York;10024;East;Technology;AT&T CL83451 4-Handset Telephone;1029,95;5
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Office Supplies;Home/Office Personal File Carts;208,56;6
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Office Supplies;Xerox 232;32,4;5
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Furniture;Novimex Turbo Task Chair;319,41;5
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Office Supplies;Array Parchment Paper, Assorted Colors;14,56;2
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Technology;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;30;2
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Office Supplies;Plastic Binding Combs;48,48;4
CA-2016-111682;17/6/2016;Ted Butterfield;+121 18011682;TeButterfield@superstore.com;Consumer;United States;Troy;New York;12180;East;Office Supplies;Prang Dustless Chalk Sticks;1,68;1
CA-2015-135545;24/11/2015;Kunst Miller;+900 00435545;KuMiller@superstore.com;Consumer;United States;Los Angeles;California;90004;West;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;13,98;2
CA-2015-135545;24/11/2015;Kunst Miller;+900 00435545;KuMiller@superstore.com;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";25,824;6
CA-2015-135545;24/11/2015;Kunst Miller;+900 00435545;KuMiller@superstore.com;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;Xerox 1943;146,73;3
CA-2015-135545;24/11/2015;Kunst Miller;+900 00435545;KuMiller@superstore.com;Consumer;United States;Los Angeles;California;90004;West;Furniture;Luxo Economy Swing Arm Lamp;79,76;4
US-2015-164175;30/4/2015;Paul Stevenson;+606 61064175;PaStevenson@superstore.com;Home Office;United States;Chicago;Illinois;60610;Central;Furniture;Global Value Mid-Back Manager's Chair, Gray;213,115;5
CA-2014-106376;5/12/2014;Brendan Sweed;+852 23406376;BrSweed@superstore.com;Corporate;United States;Gilbert;Arizona;85234;West;Office Supplies;Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige;1113,024;8
CA-2014-106376;5/12/2014;Brendan Sweed;+852 23406376;BrSweed@superstore.com;Corporate;United States;Gilbert;Arizona;85234;West;Technology;netTALK DUO VoIP Telephone Service;167,968;4
CA-2016-119823;4/6/2016;Karen Daniels;+221 15319823;KaDaniels@superstore.com;Consumer;United States;Springfield;Virginia;22153;South;Office Supplies;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;75,88;2
CA-2016-106075;18/9/2016;Henry MacAllister;+100 00906075;HeMacAllister@superstore.com;Consumer;United States;New York City;New York;10009;East;Office Supplies;Avery Binding System Hidden Tab Executive Style Index Sets;4,616;1
CA-2017-114440;14/9/2017;Tracy Blumstein;+492 20114440;TrBlumstein@superstore.com;Consumer;United States;Jackson;Michigan;49201;Central;Office Supplies;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";19,05;3
US-2015-134026;26/4/2015;Joel Eaton;+381 10934026;JoEaton@superstore.com;Consumer;United States;Memphis;Tennessee;38109;South;Furniture;High-Back Leather Manager's Chair;831,936;8
US-2015-134026;26/4/2015;Joel Eaton;+381 10934026;JoEaton@superstore.com;Consumer;United States;Memphis;Tennessee;38109;South;Furniture;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";97,04;2
US-2015-134026;26/4/2015;Joel Eaton;+381 10934026;JoEaton@superstore.com;Consumer;United States;Memphis;Tennessee;38109;South;Office Supplies;Safco Industrial Wire Shelving System;72,784;1
US-2017-118038;9/12/2017;Ken Brennan;+770 04118038;KeBrennan@superstore.com;Corporate;United States;Houston;Texas;77041;Central;Office Supplies;Economy Binders;1,248;3
US-2017-118038;9/12/2017;Ken Brennan;+770 04118038;KeBrennan@superstore.com;Corporate;United States;Houston;Texas;77041;Central;Furniture;"6"" Cubicle Wall Clock, Black";9,708;3
US-2017-118038;9/12/2017;Ken Brennan;+770 04118038;KeBrennan@superstore.com;Corporate;United States;Houston;Texas;77041;Central;Office Supplies;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;27,24;3
US-2014-147606;26/11/2014;Joel Eaton;+770 07047606;JoEaton@superstore.com;Consumer;United States;Houston;Texas;77070;Central;Furniture;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;19,3;5
CA-2016-127208;12/6/2016;Stewart Carmichael;+356 60127208;StCarmichael@superstore.com;Corporate;United States;Decatur;Alabama;35601;South;Office Supplies;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208,16;1
CA-2016-127208;12/6/2016;Stewart Carmichael;+356 60127208;StCarmichael@superstore.com;Corporate;United States;Decatur;Alabama;35601;South;Office Supplies;Avery Heavy-Duty EZD  Binder With Locking Rings;16,74;3
CA-2014-139451;12/10/2014;Duane Noonan;+941 12239451;DuNoonan@superstore.com;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;14,9;5
CA-2014-139451;12/10/2014;Duane Noonan;+941 12239451;DuNoonan@superstore.com;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Sortfiler Multipurpose Personal File Organizer, Black;21,39;1
CA-2015-149734;3/9/2015;Julie Creighton;+277 70749734;JuCreighton@superstore.com;Corporate;United States;Durham;North Carolina;27707;South;Office Supplies;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;200,984;7
US-2017-119662;13/11/2017;Christopher Schild;+606 62319662;ChSchild@superstore.com;Home Office;United States;Chicago;Illinois;60623;Central;Office Supplies;Safco Industrial Wire Shelving;230,376;3
CA-2017-140088;28/5/2017;Patrick O'Donnell;+292 20340088;PaODonnell@superstore.com;Consumer;United States;Columbia;South Carolina;29203;South;Furniture;Novimex Swivel Fabric Task Chair;301,96;2
CA-2017-155558;26/10/2017;Paul Gonzalez;+559 90155558;PaGonzalez@superstore.com;Consumer;United States;Rochester;Minnesota;55901;Central;Technology;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;19,99;1
CA-2017-155558;26/10/2017;Paul Gonzalez;+559 90155558;PaGonzalez@superstore.com;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Avery 511;6,16;2
CA-2016-159695;5/4/2016;Gary Mitchum;+770 09559695;GaMitchum@superstore.com;Home Office;United States;Houston;Texas;77095;Central;Office Supplies;Eldon Portable Mobile Manager;158,368;7
CA-2016-109806;17/9/2016;Jim Sink;+900 03609806;JiSink@superstore.com;Corporate;United States;Los Angeles;California;90036;West;Office Supplies;Turquoise Lead Holder with Pocket Clip;20,1;3
CA-2016-109806;17/9/2016;Jim Sink;+900 03609806;JiSink@superstore.com;Corporate;United States;Los Angeles;California;90036;West;Technology;Panasonic Kx-TS550;73,584;2
CA-2016-109806;17/9/2016;Jim Sink;+900 03609806;JiSink@superstore.com;Corporate;United States;Los Angeles;California;90036;West;Office Supplies;Xerox 1995;6,48;1
CA-2015-149587;31/1/2015;Karl Braun;+554 40749587;KaBraun@superstore.com;Consumer;United States;Minneapolis;Minnesota;55407;Central;Office Supplies;Xerox 1999;12,96;2
CA-2015-149587;31/1/2015;Karl Braun;+554 40749587;KaBraun@superstore.com;Consumer;United States;Minneapolis;Minnesota;55407;Central;Furniture;"Seth Thomas 13 1/2"" Wall Clock";53,34;3
CA-2015-149587;31/1/2015;Karl Braun;+554 40749587;KaBraun@superstore.com;Consumer;United States;Minneapolis;Minnesota;55407;Central;Office Supplies;Ibico Standard Transparent Covers;32,96;2
US-2017-109484;6/11/2017;Roger Barcio;+972 20609484;RoBarcio@superstore.com;Home Office;United States;Portland;Oregon;97206;West;Office Supplies;Flexible Leather- Look Classic Collection Ring Binder;5,682;1
CA-2017-161018;9/11/2017;Parhena Norris;+100 00961018;PaNorris@superstore.com;Home Office;United States;New York City;New York;10009;East;Furniture;9-3/4 Diameter Round Wall Clock;96,53;7
CA-2017-157833;17/6/2017;Katherine Ducich;+941 12257833;KaDucich@superstore.com;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Trimflex Flexible Post Binders;51,312;3
CA-2016-149223;6/9/2016;Elpida Rittenbach;+551 10649223;ElRittenbach@superstore.com;Corporate;United States;Saint Paul;Minnesota;55106;Central;Office Supplies;Fellowes Basic Home/Office Series Surge Protectors;77,88;6
CA-2016-158568;29/8/2016;Rick Bensley;+606 61058568;RiBensley@superstore.com;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Avery Personal Creations Heavyweight Cards;64,624;7
CA-2016-158568;29/8/2016;Rick Bensley;+606 61058568;RiBensley@superstore.com;Home Office;United States;Chicago;Illinois;60610;Central;Technology;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95,976;3
CA-2016-158568;29/8/2016;Rick Bensley;+606 61058568;RiBensley@superstore.com;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Avery Hidden Tab Dividers for Binding Systems;1,788;3
CA-2016-129903;1/12/2016;Gary Zandusky;+559 90129903;GaZandusky@superstore.com;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);23,92;4
US-2015-156867;13/11/2015;Lena Cacioppo;+800 01356867;LeCacioppo@superstore.com;Consumer;United States;Aurora;Colorado;80013;West;Technology;Logitech K350 2.4Ghz Wireless Keyboard;238,896;6
US-2015-156867;13/11/2015;Lena Cacioppo;+800 01356867;LeCacioppo@superstore.com;Consumer;United States;Aurora;Colorado;80013;West;Furniture;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;102,36;3
US-2015-156867;13/11/2015;Lena Cacioppo;+800 01356867;LeCacioppo@superstore.com;Consumer;United States;Aurora;Colorado;80013;West;Office Supplies;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";36,882;3
CA-2017-119004;23/11/2017;Janet Martin;+282 20519004;JaMartin@superstore.com;Consumer;United States;Charlotte;North Carolina;28205;South;Technology;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;74,112;8
CA-2017-119004;23/11/2017;Janet Martin;+282 20519004;JaMartin@superstore.com;Consumer;United States;Charlotte;North Carolina;28205;South;Technology;Speck Products Candyshell Flip Case;27,992;1
CA-2017-119004;23/11/2017;Janet Martin;+282 20519004;JaMartin@superstore.com;Consumer;United States;Charlotte;North Carolina;28205;South;Office Supplies;Newell Chalk Holder;3,304;1
CA-2015-129476;15/10/2015;Pete Armstrong;+604 46229476;PeArmstrong@superstore.com;Home Office;United States;Orland Park;Illinois;60462;Central;Technology;Logitech Gaming G510s - Keyboard;339,96;5
CA-2017-146780;25/12/2017;Cynthia Voltz;+100 03546780;CyVoltz@superstore.com;Corporate;United States;New York City;New York;10035;East;Furniture;Magnifier Swing Arm Lamp;41,96;2
CA-2016-128867;3/11/2016;Clay Ludtke;+503 32228867;ClLudtke@superstore.com;Consumer;United States;Urbandale;Iowa;50322;Central;Office Supplies;Hunt PowerHouse Electric Pencil Sharpener, Blue;75,96;2
CA-2016-128867;3/11/2016;Clay Ludtke;+503 32228867;ClLudtke@superstore.com;Consumer;United States;Urbandale;Iowa;50322;Central;Office Supplies;"Avery Durable Plastic 1"" Binders";27,24;6
CA-2014-115259;25/8/2014;Ryan Crowe;+432 22915259;RyCrowe@superstore.com;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;OIC Colored Binder Clips, Assorted Sizes;40,096;14
CA-2014-115259;25/8/2014;Ryan Crowe;+432 22915259;RyCrowe@superstore.com;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;4,72;2
CA-2014-115259;25/8/2014;Ryan Crowe;+432 22915259;RyCrowe@superstore.com;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Xerox 1921;23,976;3
CA-2014-115259;25/8/2014;Ryan Crowe;+432 22915259;RyCrowe@superstore.com;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;130,464;6
CA-2015-110457;2/3/2015;Dave Kipp;+981 10310457;DaKipp@superstore.com;Consumer;United States;Seattle;Washington;98103;West;Furniture;Hon Racetrack Conference Tables;787,53;3
US-2015-136476;5/4/2015;Greg Guthrie;+376 62036476;GrGuthrie@superstore.com;Corporate;United States;Bristol;Tennessee;37620;South;Office Supplies;GBC DocuBind 300 Electric Binding Machine;157,794;1
CA-2016-103730;12/6/2016;Steven Cartwright;+198 80503730;StCartwright@superstore.com;Consumer;United States;Wilmington;Delaware;19805;East;Furniture;Artistic Insta-Plaque;47,04;3
CA-2016-103730;12/6/2016;Steven Cartwright;+198 80503730;StCartwright@superstore.com;Consumer;United States;Wilmington;Delaware;19805;East;Office Supplies;DXL Angle-View Binders with Locking Rings by Samsill;30,84;4
CA-2016-103730;12/6/2016;Steven Cartwright;+198 80503730;StCartwright@superstore.com;Consumer;United States;Wilmington;Delaware;19805;East;Office Supplies;Companion Letter/Legal File, Black;226,56;6
CA-2016-103730;12/6/2016;Steven Cartwright;+198 80503730;StCartwright@superstore.com;Consumer;United States;Wilmington;Delaware;19805;East;Office Supplies;Globe Weis Peel & Seel First Class Envelopes;115,02;9
CA-2016-103730;12/6/2016;Steven Cartwright;+198 80503730;StCartwright@superstore.com;Consumer;United States;Wilmington;Delaware;19805;East;Technology;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;68,04;7
US-2014-152030;26/12/2014;Alan Dominguez;+770 04152030;AlDominguez@superstore.com;Home Office;United States;Houston;Texas;77041;Central;Furniture;Global Deluxe High-Back Manager's Chair;600,558;3
US-2014-134614;20/9/2014;Philip Fox;+617 70134614;PhFox@superstore.com;Consumer;United States;Bloomington;Illinois;61701;Central;Furniture;Bevis 44 x 96 Conference Tables;617,7;6
US-2017-107272;5/11/2017;Troy Staebel;+850 02307272;TrStaebel@superstore.com;Consumer;United States;Phoenix;Arizona;85023;West;Office Supplies;Avery Durable Slant Ring Binders, No Labels;2,388;2
US-2017-107272;5/11/2017;Troy Staebel;+850 02307272;TrStaebel@superstore.com;Consumer;United States;Phoenix;Arizona;85023;West;Office Supplies;Trav-L-File Heavy-Duty Shuttle II, Black;243,992;7
US-2016-125969;6/11/2016;Lindsay Shagiari;+900 00425969;LiShagiari@superstore.com;Home Office;United States;Los Angeles;California;90004;West;Furniture;Global Task Chair, Black;81,424;2
US-2016-125969;6/11/2016;Lindsay Shagiari;+900 00425969;LiShagiari@superstore.com;Home Office;United States;Los Angeles;California;90004;West;Furniture;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;238,56;3
US-2017-164147;2/2/2017;Dorothy Wardle;+432 22964147;DoWardle@superstore.com;Corporate;United States;Columbus;Ohio;43229;East;Technology;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;59,97;5
US-2017-164147;2/2/2017;Dorothy Wardle;+432 22964147;DoWardle@superstore.com;Corporate;United States;Columbus;Ohio;43229;East;Office Supplies;Xerox 1916;78,304;2
US-2017-164147;2/2/2017;Dorothy Wardle;+432 22964147;DoWardle@superstore.com;Corporate;United States;Columbus;Ohio;43229;East;Office Supplies;Staples;21,456;9
CA-2016-145583;13/10/2016;Lena Creighton;+956 66145583;LeCreighton@superstore.com;Consumer;United States;Roseville;California;95661;West;Office Supplies;Xerox 195;20,04;3
CA-2016-145583;13/10/2016;Lena Creighton;+956 66145583;LeCreighton@superstore.com;Consumer;United States;Roseville;California;95661;West;Office Supplies;Xerox 1880;35,44;1
